,material,cond,expt,var_feature1,var_feature2,var_feature3,var_feature4,answer_text,user_id,best_ans,value,best_senti,best_obj,pos,neg,neither,resolve,goal_obj,non_goal_obj,neither_obj,both_objs
3231,michael_tea,3A(2),expt2,UNEXP-BAD,bizarre,control,goal,the kettle explodes.,5720b0c5fd3a5200133c8909,mt_other,1,neg,neither_object,0,1,0,0,0,0,1,0
3232,michael_tea,3B(2),expt2,UNEXP-BAD,bizarre,control,goal,The kettle broke,597122f66c75db0001fea7c1,mt_other,1,neg,neither_object,0,1,0,0,0,0,1,0
3233,michael_tea,3RA,expt2,UNEXP-BAD,normal,reverse,non-goal,The post was soaking wet and he couldn't read it.,5b0b1013641b1200010ec43b,mt_other,1,neg,non_goal_object,0,1,0,0,0,1,0,0
3234,michael_tea,5C3,expt2,UNEXP,bizarre,control,goal,In a freak accident Michael falls down the stairs and breaks his neck. His post waits in the porch for the rest of the day wondering where Michael is.,5b26af4a007d870001c7ccaa,mt_other,1,neg,both_objects,0,1,0,0,0,0,0,1
3235,michael_tea,5B,expt2,UNEXP,normal,reverse,non-goal,Perhaps there was no mail or he had run out of tea.,5821e8579b80f50001ba21bd,mt_other,1,neg,both_objects,0,1,0,0,0,0,0,1
3236,michael_tea,5D4,expt2,UNEXP,bizarre,reverse,goal,Something has come unexpected in the post.,5b292e641887d40001799556,mt_other_ans1,1,neither,non_goal_object,0,0,1,0,0,1,0,0
3237,michael_tea,5D,expt2,UNEXP,normal,reverse,goal,"Michael received a letter that explained that he had won a considerably large amount of money. However, he thought it was junk mail and didn't read the letter properly. ",5b59a39cf800090001b2cb5a,mt_other_ans1,1,neither,non_goal_object,0,0,1,0,0,1,0,0
3238,michael_tea,5B,expt2,UNEXP,normal,reverse,non-goal,He opens up the post and finds something he didn't order.,5aeade84f00c7f00018f7807,mt_other_ans1,1,neither,non_goal_object,0,0,1,0,0,1,0,0
3239,michael_tea,5A1,expt2,UNEXP,bizarre,control,non-goal,"While Michael is making the tea, the postman put more post through the letterbox. All of his letters have been duplicated. ",5b59862535af16000164960a,mt_other_ans1,1,neg,both_objects,0,1,0,0,0,0,0,1
3240,michael_tea,5D4,expt2,UNEXP,bizarre,reverse,goal,there's a letter from someone he hasn't heard from in a long time,55950f91fdf99b075818cacd,mt_other_ans1,1,neither,non_goal_object,0,0,1,0,0,1,0,0
3241,michael_tea,5A1,expt2,UNEXP,bizarre,control,non-goal,"As Michael is waiting for the kettle to boil, he opens a mysterious envelope. It turns out to be an amazing offer from a Saudi Prince which could make Michael very rich indeed and all he has to do is email his bank details. Michael grins as he fires up his laptop and starts typing ",5ac388a8a3ba7a0001b48eb4,mt_other_ans1,1,neither,neither_object,0,0,1,0,0,0,1,0
3242,michael_tea,5A1,expt2,UNEXP,bizarre,control,non-goal,He reads the post and there is a letter whose handwriting he recognises. However the handwriting is his mother's and she has been dead for 10 years. ,5aa00132f6dfdd0001eac55f,mt_other_ans1,1,neither,non_goal_object,0,0,1,0,0,1,0,0
3243,michael_tea,2.2RA,expt2,UNEXP-GOOD,bizarre,reverse,goal,He receives a letter from a long lost family member that he never knew existed.,55762086fdf99b31324347d3,mt_other_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3244,michael_tea,5D4,expt2,UNEXP,bizarre,reverse,goal,there was a letter saying a relative had passed and he had came into some money,597e36295ea29d000126ff26,mt_other_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3245,michael_tea,5B2,expt2,UNEXP,bizarre,reverse,non-goal,His post contained something other than bills and junk mail,57a43a9a07724c000114f42b,mt_other_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3246,michael_tea,5D,expt2,UNEXP,normal,reverse,goal,"Michael picks up a padded envelope addressed to his late father. This wouldn't be something out of the ordinary if Michael hadn't only just emigrated to Canada. Another fact which must be considered is that Michael's father, Ronan, passed away over ten years ago.",5b5986641f9c820001ff7705,mt_other_ans1,1,neither,neither_object,0,0,1,0,0,0,1,0
3247,michael_tea,5D4,expt2,UNEXP,bizarre,reverse,goal,He found a letter from his ex lover,5977fd231a5010000184ac62,mt_other_ans1,1,neither,non_goal_object,0,0,1,0,0,1,0,0
3248,michael_tea,3B,expt2,UNEXP-BAD,normal,control,goal,There was urgent news that was in the post that affected him concerning his family or friends. ,5b200b55cdfb7500010c163a,mt_other_ans1,1,neg,non_goal_object,0,1,0,0,0,1,0,0
3249,michael_tea,2BR,expt2,UNEXP-GOOD,normal,reverse,goal,He had an unexpected package in the mail,58a1fe40ea3d11000170d9b9,mt_other_ans1,1,neither,non_goal_object,0,0,1,0,0,1,0,0
3250,michael_tea,2BR,expt2,UNEXP-GOOD,normal,reverse,goal,he has the results from his degree posted to him. ,5a64b652b9e3b50001a701a5,mt_other_ans1,1,neither,non_goal_object,0,0,1,0,0,1,0,0
3251,michael_tea,5D,expt2,UNEXP,normal,reverse,goal,"Sitting with his tea, he reads his post and finds out that he is due a tax refund of over ¬£400. Michael's lucky day!",5b492982883e7000010c7439,mt_pos_ans1,1,pos,both_objects,1,0,0,0,0,0,0,1
3252,michael_tea,2AR,expt2,UNEXP-GOOD,normal,reverse,non-goal,Michael finds a package on the porch addressed to him and realizes that it is a gift to him from his friend. ,56c9b9ce10a82f000cffd262,mt_pos_ans1,1,pos,neither_object,1,0,0,0,0,0,1,0
3253,michael_tea,2.2RB,expt2,UNEXP-GOOD,bizarre,reverse,non-goal,He received a letter inviting him to apply for his dream job in another country.,5983b86106cd1f0001f8e283,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3254,michael_tea,2A,expt2,UNEXP-GOOD,normal,control,non-goal,He gets a birthday card from his mum.,5a25f6d43cf1f80001ca578a,mt_pos_ans1,1,pos,neither_object,1,0,0,0,0,0,1,0
3255,michael_tea,2BR,expt2,UNEXP-GOOD,normal,reverse,goal,He opens a letter which tells him he has won 5 million pounds on the postal code lottery!,59d5f2a4078dbe00019513cc,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3256,michael_tea,2A,expt2,UNEXP-GOOD,normal,control,non-goal,Whilst sitting down drinking his tea he goes through his post. He has received a cheque for a ppi claim totalling ¬£7000. Michael has a great day.,5a7986f08fe2dc0001058daa,mt_pos_ans1,1,pos,both_objects,1,0,0,0,0,0,0,1
3257,michael_tea,3B,expt2,UNEXP-BAD,normal,control,goal,"he gets the post from the casino he has been playing and its a cheque for ¬£400,000",5b1aee4f0ae6410001bb86d2,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3258,michael_tea,2.2RB,expt2,UNEXP-GOOD,bizarre,reverse,non-goal,Michael has a letter that tells him he's won a brand new card. Apparently one of his coworkers had entered them into the contest with their business cards.,5b0b62ac1e55760001b9555c,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3259,michael_tea,2B(2),expt2,UNEXP-GOOD,bizarre,control,goal,The post includes an invitation to a wedding It is for later that day..last minute he thinks but I will go. On arriving at the wedding he finds his girlfriend waiting for him and they are getting married!!,59732e79528f7e000181b044,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3260,michael_tea,2A(2),expt2,UNEXP-GOOD,bizarre,control,non-goal,Michael looked at his post and discovered a tax rebate with a cheque for ¬£1000,rachmariasul@gmail.com,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3261,michael_tea,5B2,expt2,UNEXP,bizarre,reverse,non-goal,Michael discovered that he had gained a large inheritance via a solicitors letter in the mail,56c6f9efb0b7a1000c5d12d7,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3262,michael_tea,2AR,expt2,UNEXP-GOOD,normal,reverse,non-goal,"There was an exciting piece of mail that arrived that morning, a college acceptance letter to a school he had applied for long ago and did not expect to get into.",5a552be98e6259000175a388,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3263,michael_tea,2B,expt2,UNEXP-GOOD,normal,control,goal,Michael receives a letter with vouchers for a free cooked breakfast at his local cafe.,59b27b8b2a78fd00010b8403,mt_pos_ans1,1,pos,both_objects,1,0,0,0,0,0,0,1
3264,michael_tea,2B(2),expt2,UNEXP-GOOD,bizarre,control,goal,he received a letter telling him he has won a prize holiday,59c38ae8c458e800017b5bea,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3265,michael_tea,2.2RA,expt2,UNEXP-GOOD,bizarre,reverse,goal,Inside his post is a free ticket to a band that had just gotten back together. ,5afafdf27245f60001157545,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3266,michael_tea,2A,expt2,UNEXP-GOOD,normal,control,non-goal,Amongst the post is a letter he has been waiting for,5886088eeeb9540001f4fc09,mt_pos_ans1,1,neither,non_goal_object,0,0,1,0,0,1,0,0
3267,michael_tea,2.2RA,expt2,UNEXP-GOOD,bizarre,reverse,goal,he received a large cheque in the post,54567b10fdf99b6a90943bd9,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3268,michael_tea,5B,expt2,UNEXP,normal,reverse,non-goal,He opens the post and has won the lottery,5a4bc0f11471d10001657462,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3269,michael_tea,2.2RA,expt2,UNEXP-GOOD,bizarre,reverse,goal,Michael receives in the post tickets to go on holiday,5b084487b4045500016654fb,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3270,michael_tea,2A,expt2,UNEXP-GOOD,normal,control,non-goal,"Included in his post was a letter confirming his winning entry of a short story, and an invite to meet his favourite author.",5707c0c0374137000fbc1f0b,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3271,michael_tea,2.2RB,expt2,UNEXP-GOOD,bizarre,reverse,non-goal,He received a letter from a solicitor saying a wealthy relative he had never heard of died and he inherited their fortune,59a8e51a2ab6b80001a7deb5,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3272,michael_tea,2B(2),expt2,UNEXP-GOOD,bizarre,control,goal,He finds that the tax office have sent him an unexpected tax rebate.,Donal McBrien,mt_pos_ans1,1,pos,neither_object,1,0,0,0,0,0,1,0
3273,michael_tea,2B(2),expt2,UNEXP-GOOD,bizarre,control,goal,He receives an unexpected letter and discovers he has been awarded a rebate from a mistake several years ago.,5892256be6393500019e16a9,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3274,michael_tea,2B,expt2,UNEXP-GOOD,normal,control,goal,He opens his post and receives a letter telling him he's won a compeition,5b1efc25bdf4e1000163af46,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3275,michael_tea,5B2,expt2,UNEXP,bizarre,reverse,non-goal,He opened the post and had won a prize,5b5896dc4f5ac5000192f36a,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3276,michael_tea,2BR,expt2,UNEXP-GOOD,normal,reverse,goal,His long lost pen pal has got in touch with him,5b042c0f4fcef50001cf7752,mt_pos_ans1,1,pos,neither_object,1,0,0,0,0,0,1,0
3277,michael_tea,5A,expt2,UNEXP,normal,control,non-goal,Amongst his post is a letter from his bank confirming that the loan he took out 10 years ago had PPI on it that he didn't need. Included with the letter is a cheque fully reimbursing him plus interest.,5b4f1e9960e0c700010dd2f7,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3278,michael_tea,2A,expt2,UNEXP-GOOD,normal,control,non-goal,In the post he recieved a letter telling him his phd application had been succesful and he was now Doctor michael,ollie markwell,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3279,michael_tea,2AR,expt2,UNEXP-GOOD,normal,reverse,non-goal,he finds a letter in his post telling him he's won a sweepstakes,5a80ac39b093f80001a7af17,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3280,michael_tea,2.2RA,expt2,UNEXP-GOOD,bizarre,reverse,goal,in the post was a cheque from a long lost aunt,599dc40e0399e00001a0eff2,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3281,michael_tea,2.2RA,expt2,UNEXP-GOOD,bizarre,reverse,goal,He had received a present from someone in the post,5acbd7530527ba0001c265e7,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3282,michael_tea,2A,expt2,UNEXP-GOOD,normal,control,non-goal,He gets a letter from his grandmother that he hasn't seen in awhile.,5af706d5085be6000163210b,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3283,michael_tea,2.2RA,expt2,UNEXP-GOOD,bizarre,reverse,goal,Letter for an old flame,MNOM85277TFC,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3284,michael_tea,5A,expt2,UNEXP,normal,control,non-goal,Lying amongst the post was a letter from a long lost relative.,5b56ecccd8348500012d4448,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3285,michael_tea,5B2,expt2,UNEXP,bizarre,reverse,non-goal,He received a card with cash in it.,5b2507887f7816000145f9c1,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3286,michael_tea,2A(2),expt2,UNEXP-GOOD,bizarre,control,non-goal,He gets a letter from a long-lost girlfriend who he thinks of as the one who got away. He calls her and they set up a date. ,5b1e828e2767e20001e53fdc,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3287,michael_tea,2AR,expt2,UNEXP-GOOD,normal,reverse,non-goal,He got some good news from the post,59d7d0198fd07a00018423cc,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3288,michael_tea,2AR,expt2,UNEXP-GOOD,normal,reverse,non-goal,he recieved a card from a friend he hasnt seen in awhile.,5a6bc1c3ab58b500015f42b3,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3289,michael_tea,2A(2),expt2,UNEXP-GOOD,bizarre,control,non-goal,He has a letter from the government saying he is due a large tax refund,5b1d6ad03522660001b44492,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3290,michael_tea,5C,expt2,UNEXP,normal,control,goal,He got a good letter,589be0e28bf22a00015b79bd,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3291,michael_tea,2BR,expt2,UNEXP-GOOD,normal,reverse,goal,He had received a special offer in the post,5afd6c7258c2c100012d238b,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3292,michael_tea,2BR,expt2,UNEXP-GOOD,normal,reverse,goal,someone has sent him a valentine anonymously in the post,5a801dd00f1bce000121f587,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3293,michael_tea,5B2,expt2,UNEXP,bizarre,reverse,non-goal,There was a cheque in the post for a large sum of money.,5b2bd4fa7819750001f0ce38,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3294,michael_tea,2.2RA,expt2,UNEXP-GOOD,bizarre,reverse,goal,One of the envelopes contained a cheque for a large sum of money.,5745a5ab5e549100063b1193,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3295,michael_tea,2.2RA,expt2,UNEXP-GOOD,bizarre,reverse,goal,Michael opened his mail and finds an unexpected cheque in his post,59a772cd1363d90001676936,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3296,michael_tea,2B,expt2,UNEXP-GOOD,normal,control,goal,theres a cheque in the post that michael has revieved as a price in a draw he entered,5a9bbbba89de8200013f0dc5,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3297,michael_tea,5D,expt2,UNEXP,normal,reverse,goal,He recieved a cheque in the post,5b55f929c53dfd0001378417,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3298,michael_tea,2.2RB,expt2,UNEXP-GOOD,bizarre,reverse,non-goal,"He sits down to eat his breakfast and drink his tea, and when he starts opening his mail he realizes he has won a $10,000 sweepstakes from a contest he had entered months ago and had forgotten about. ",5ae9e9eed9f2be000193318b,mt_pos_ans1,1,pos,both_objects,1,0,0,0,0,0,0,1
3299,michael_tea,2B(2),expt2,UNEXP-GOOD,bizarre,control,goal,In the mail is a letter for a tax rebate.,5b1840dfb6fe3d0001a1073d,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3300,michael_tea,2.2RA,expt2,UNEXP-GOOD,bizarre,reverse,goal,"In his post, Michael finds a letter saying that he has won a million on the premium bonds, bizarrelly there is a second letter for his wife and she has won ¬£10 ",5b2ace04a7cee100011e168d,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3301,michael_tea,2.2RA,expt2,UNEXP-GOOD,bizarre,reverse,goal,He got something good in the post.,57a5c633275be6000135b61c,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3302,michael_tea,5D4,expt2,UNEXP,bizarre,reverse,goal,Michael gets a cheque in the post from a tax refund and decides to book a holiday.,5b4912b78ee02300018a7539,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3303,michael_tea,2B,expt2,UNEXP-GOOD,normal,control,goal,the post contained good news  ,5aa087cd6475f90001a02c9c,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3304,michael_tea,5A,expt2,UNEXP,normal,control,non-goal,A letter from an old Friend,55a6c100fdf99b7ed05b329c,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3305,michael_tea,2A(2),expt2,UNEXP-GOOD,bizarre,control,non-goal,He opens his post and finds that he won a prize in a competition.,5b0ac3b9d282ff00015b6357,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3306,michael_tea,2.2RB,expt2,UNEXP-GOOD,bizarre,reverse,non-goal,"He received a letter stating that an unknown aunt from Australia had left him an inheritance that he would need to collect in person. It turned out to be a farm, Michael decided to stay there and run it and, since the farmhouse was a bungalow, he never had to walk downstairs for breakfast ever again.",57b4face0fc08b00019fe2fe,mt_pos_ans1,1,pos,both_objects,1,0,0,0,0,0,0,1
3307,michael_tea,2B(2),expt2,UNEXP-GOOD,bizarre,control,goal,He got an invitation to a wedding,56bdd0efef423f0006cbd833,mt_pos_ans1,1,pos,neither_object,1,0,0,0,0,0,1,0
3308,michael_tea,2A(2),expt2,UNEXP-GOOD,bizarre,control,non-goal,"In the post is a package of fresh green tea infused with gold which is worth well over ¬£100 per bag, but Michael has received it free. He has the best cup of tea of his life.",5b1d6b042767e20001e527c0,mt_pos_ans1,1,pos,both_objects,1,0,0,0,0,0,0,1
3309,michael_tea,5A,expt2,UNEXP,normal,control,non-goal,he has a letter saying he won the lottery,57934ab24d107800016dc975,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3310,michael_tea,2B,expt2,UNEXP-GOOD,normal,control,goal,"He opens the post, to find a chocolate bar, on opening the chocolate he contains a golden ticket! Mike TV is going to the chocolate factory!",5aa4f7b1f6dfdd0001eaf3fd,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3311,michael_tea,2BR,expt2,UNEXP-GOOD,normal,reverse,goal,Michael received a surprise package in the mail - it was a box of homemade chocolate chip cookies from his favourite aunt!,5774087017128b0001c29128,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3312,michael_tea,5D4,expt2,UNEXP,bizarre,reverse,goal,he receives a notice to say he has received a large inheritance,5a89f6be0f1bce0001224590,mt_pos_ans1,1,pos,neither_object,1,0,0,0,0,0,1,0
3313,michael_tea,5B2,expt2,UNEXP,bizarre,reverse,non-goal,He got a cheque through the post.,5b58ac19cc955100011cf849,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3314,michael_tea,2B(2),expt2,UNEXP-GOOD,bizarre,control,goal,The post contains a letter from a long lost ffriend.,5b1e462988ee7400012b35ec,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3315,michael_tea,2B(2),expt2,UNEXP-GOOD,bizarre,control,goal,When Michael goes to check the post he is greeted by a box of puppies,59ea32b5e75b450001a695b4,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3316,michael_tea,2A,expt2,UNEXP-GOOD,normal,control,non-goal,His post was a tax rebate,5b1faa1354eabf00013e67ec,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3317,michael_tea,5D,expt2,UNEXP,normal,reverse,goal,he opens the post and has won the premium bonds top prize,5b491ed8494f330001a0c0bc,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3318,michael_tea,2B(2),expt2,UNEXP-GOOD,bizarre,control,goal,His post contains a cheque for ¬£5000 from HMRC. ,5ac607f668b65b00018d60fa,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3319,michael_tea,5A,expt2,UNEXP,normal,control,non-goal,one of the letters is an announcement about an unexpected windfall ,59d4cc3ff35ff40001914ce8,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3320,michael_tea,2B(2),expt2,UNEXP-GOOD,bizarre,control,goal,"As Michael sifts through the post he discovers a letter from HMRC. It turns out he has overpaid his tax and is due a tax rebate of some ¬£2,000. Michael spends the rest of his breakfast day dreaming of the exotic holiday he will spend the money on. ",5b1c014b0b5cc00001e2e52e,mt_pos_ans1,1,pos,both_objects,1,0,0,0,0,0,0,1
3321,michael_tea,2A,expt2,UNEXP-GOOD,normal,control,non-goal,In the post is a tax rebate,5a942e42f05361000171af12,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3322,michael_tea,2.2RA,expt2,UNEXP-GOOD,bizarre,reverse,goal,He got a letter in his inbox stating that he had won the lottery although he had no recollection of entering.,5ad3fc75b02aca00012739b4,mt_pos_ans1,1,pos,non_goal_object,1,0,0,0,0,1,0,0
3323,michael_tea,3.2RB,expt2,UNEXP-BAD,bizarre,reverse,goal,he was suprised to find that he had won a prize ,5b299dcc0ec82d0001d264b5,mt_pos_ans2,1,pos,neither_object,1,0,0,0,0,0,1,0
3324,michael_tea,2AR,expt2,UNEXP-GOOD,normal,reverse,non-goal,He doesn't have to go to work,5978c46aadf3e40001b3a43b,mt_pos_ans2,1,pos,neither_object,1,0,0,0,0,0,1,0
3325,michael_tea,2BR,expt2,UNEXP-GOOD,normal,reverse,goal,He had won the lottery,596b66b47f8c1e00017cae6a,mt_pos_ans2,1,pos,neither_object,1,0,0,0,0,0,1,0
3326,michael_tea,5B2,expt2,UNEXP,bizarre,reverse,non-goal,He's won the lottery,5ae6f4dbc3c3ab00018f8741,mt_pos_ans2,1,pos,neither_object,1,0,0,0,0,0,1,0
3327,michael_tea,2.2RB,expt2,UNEXP-GOOD,bizarre,reverse,non-goal,He sees in the paper that the national economy has had quarterly growth of 10%!,5ae8a51278b0060001e690cf,mt_pos_ans2,1,pos,neither_object,1,0,0,0,0,0,1,0
3328,michael_tea,2AR,expt2,UNEXP-GOOD,normal,reverse,non-goal,He got a cheque,5b2a43218ecf3f000161e8c9,mt_pos_ans2,1,pos,neither_object,1,0,0,0,0,0,1,0
3329,michael_tea,2.2RA,expt2,UNEXP-GOOD,bizarre,reverse,goal,While reading the news Michael finds out a good friend of his met Barack Obama.,5b1b1bbe44127b00013fc91d,mt_pos_ans2,1,pos,neither_object,1,0,0,0,0,0,1,0
3330,michael_tea,2B,expt2,UNEXP-GOOD,normal,control,goal,Michael's wife has already made his breakfast,59fb934b240c64000106d20c,mt_pos_ans3,1,pos,goal_object,1,0,0,0,1,0,0,0
3331,michael_tea,2BR,expt2,UNEXP-GOOD,normal,reverse,goal,He had extra cookies left over to have with the tea,5aebb17723fdd50001d0a2d9,mt_pos_ans3,1,pos,goal_object,1,0,0,0,1,0,0,0
3332,michael_tea,2.2RB,expt2,UNEXP-GOOD,bizarre,reverse,non-goal,His mother had already made his tea and breakfast for him,59d3c7b4b5367100017112d1,mt_pos_ans3,1,pos,goal_object,1,0,0,0,1,0,0,0
3333,michael_tea,2A(2),expt2,UNEXP-GOOD,bizarre,control,non-goal,His tea has been made for him already (just how he likes it).,5b171d3a4c72120001f1a5f6,mt_pos_ans3,1,pos,goal_object,1,0,0,0,1,0,0,0
3334,michael_tea,2A(2),expt2,UNEXP-GOOD,bizarre,control,non-goal,his breakfast is already madeon the counter,5b1e79fa2767e20001e53f1b,mt_pos_ans3,1,pos,goal_object,1,0,0,0,1,0,0,0
3335,michael_tea,2A,expt2,UNEXP-GOOD,normal,control,non-goal,Someone else made his breakfast for him?,5a771f510f1bce0001219d44,mt_pos_ans3,1,pos,goal_object,1,0,0,0,1,0,0,0
3336,michael_tea,2B(2),expt2,UNEXP-GOOD,bizarre,control,goal,his girlfriend has already made breakfast ,5b032c19afa8970001fb8690,mt_pos_ans3,1,pos,goal_object,1,0,0,0,1,0,0,0
3337,michael_tea,2B,expt2,UNEXP-GOOD,normal,control,goal,It is a cooked breakfast waiting on the table for him. ,5933d3c4ed2e9a0001d37ab4,mt_pos_ans3,1,pos,goal_object,1,0,0,0,1,0,0,0
3338,michael_tea,2B,expt2,UNEXP-GOOD,normal,control,goal,"Peter from the previous situation had already making Michael his breakfast because that is the type of kind and considerate individual he is. This put Michael in a good mood for the day. Michael then gave Peter a lift to college as a thank you, so Peter did not miss his lecture and because Michael is also a kind and considerate person who cares about Peter's wellbeing.",5aa670a8dbdb470001ef570d,mt_pos_ans3,1,pos,goal_object,1,0,0,0,1,0,0,0
3339,michael_tea,2A(2),expt2,UNEXP-GOOD,bizarre,control,non-goal,He is made a nice cooked breakfast.,597ee20f1bbd8b0001a1adf4,mt_pos_ans4,1,pos,goal_object,1,0,0,0,1,0,0,0
3340,michael_tea,2BR,expt2,UNEXP-GOOD,normal,reverse,goal,he lovdes food ,5ae23c9a38df9500014552b3,mt_pos_ans4,1,pos,neither_object,1,0,0,0,0,0,1,0
3341,peter_college,3B(2),expt2,UNEXP-BAD,bizarre,control,goal,Peter jumps the red lights and collides with a car.,e85e805ac1d1480001358212,pc_neg_ans1,1,neg,neither_object,0,1,0,0,0,0,1,0
3342,peter_college,5A,expt2,UNEXP,normal,control,non-goal,Peter falls off and breaks his collarbone,5b57262b13731400019dc60a,pc_neg_ans1,1,neg,neither_object,0,1,0,0,0,0,1,0
3343,peter_college,5D4,expt2,UNEXP,bizarre,reverse,goal,Peter is hit by a bus in the street.,5b4b43df9402080001632b57,pc_neg_ans1,1,neg,neither_object,0,1,0,0,0,0,1,0
3344,peter_college,3RA,expt2,UNEXP-BAD,normal,reverse,non-goal,Peter gets hit by a car while crossing an intersection.,5b0b1013641b1200010ec43b,pc_neg_ans1,1,neg,neither_object,0,1,0,0,0,0,1,0
3345,peter_college,5D,expt2,UNEXP,normal,reverse,goal,He falls off his bike.,5b56264141fa310001d88493,pc_neg_ans1,1,neg,goal_object,0,1,0,0,1,0,0,0
3346,peter_college,5A1,expt2,UNEXP,bizarre,control,non-goal,He falls off his bike,55592838fdf99b20c5db3db8,pc_neg_ans1,1,neg,goal_object,0,1,0,0,1,0,0,0
3347,peter_college,5C,expt2,UNEXP,normal,control,goal,he falls off his bike,5b4f382f37f7a4000131a581,pc_neg_ans1,1,neg,goal_object,0,1,0,0,1,0,0,0
3348,peter_college,3A(2),expt2,UNEXP-BAD,bizarre,control,goal,He fell off his bike?,59e0d7d6ac0af70001b365b4,pc_neg_ans1,1,neg,goal_object,0,1,0,0,1,0,0,0
3349,peter_college,5D,expt2,UNEXP,normal,reverse,goal,Peter gets hit by a freak gust of wind and falls off his bike hitting his head and needing hospital treatment.,5b492982883e7000010c7439,pc_neg_ans1,1,neg,goal_object,0,1,0,0,1,0,0,0
